Control_3H_1	Control_3H_2	Control_3H_3	Control_9H_1	Control_9H_2	Control_9H_3	Control_27H_1	Control_27H_2	Control_27H_3	Cold_3H_1	Cold_3H_2	Cold_3H_3	Cold_9H_1	Cold_9H_2	Cold_9H_3	Cold_27H_1	Cold_27H_2	Cold_27H_3	Heat_3H_1	Heat_3H_2	Heat_3H_3	Heat_9H_1	Heat_9H_2	Heat_9H_3	Heat_27H_1	Heat_27H_2	Heat_27H_3	Salt_3H_1	Salt_3H_2	Salt_3H_3	Salt_9H_1	Salt_9H_2	Salt_9H_3	Salt_27H_1	Salt_27H_2	Salt_27H_3
STMEO37	-0.12614103	NA	-0.085103568	0.624210321	0.046500911	0.296927359	0.427688532	0.035448836	0.063906032	-0.011129814	-0.136684431	0.177061183	NA	-0.099892291	0.283172051	-0.289334262	-0.643824707	-0.031026896	-0.219509913	0.447774286	-0.125733607	-0.151234476	0.259471094	0.285187548	-0.185687693	-0.211044916	-0.09651906	-0.040170438	0.150025444	0.460047234	0.151007788	-0.047305715	0.114250957	0.094033236	-0.12659757	-0.166897309
STMJN05	-0.006012366	-0.335038365	-0.395720608	-0.037210528	-0.049400087	-0.032510673	-0.24131257	-0.169748402	-0.087874585	1.271157928	0.27944877	0.081460493	1.123246368	1.643120788	0.437478562	0.490641657	1.296904699	0.763781733	0.354632818	-0.032533552	-0.255381343	0.942051693	0.01469557	-0.150367989	1.380741948	0.494222474	0.703697689	-0.58842236	-0.392614451	-0.248994694	0.132858647	0.843496182	0.606183548	0.592434508	1.166574427	1.416643582
STMCH90	-0.132187059	-0.01813131	0.14576672	0.147907389	-0.050290305	0.166228797	0.112823726	-0.034105348	0.266122273	0.279099958	0.577965206	0.560068755	0.115529937	0.381979008	0.425606741	0.328033594	0.392712171	0.3973925	0.179357217	-0.219542119	0.078690007	-0.098072642	-0.085504363	0.176848394	0.002713364	-0.00507231	0.282136452	0.164817498	0.220098291	0.31807313	0.040873738	0.020072603	0.07414822	0.227928204	0.282931362	0.319148862
STMGY65	-0.005680442	0.134978588	0.024773134	0.034642009	-0.072012562	-0.076717173	0.076716798	0.058835456	0.101272199	-0.24651195	0.036012187	-0.066761515	0.194006611	-0.200976896	0.327196616	0.196491288	0.126537603	0.222990052	-0.027418769	0.066209073	-0.073905789	0.016655635	-0.05799655	0.148435286	0.184973261	-0.20538419	0.052254351	-0.098309413	-0.009507086	-0.023321074	0.074926296	0.075462299	0.163037242	-0.095088523	-0.052281254	0.209990238
STMIX07	NA	NA	-0.198837693	NA	NA	NA	-0.03863266	NA	-0.440398825	-1.639232163	-1.593597726	-1.894776666	NA	-2.393351242	-1.519374159	-1.335640167	-1.846309492	-1.537265759	NA	-0.89503044	NA	-0.399802986	NA	-0.039649077	-0.447179358	NA	0.02391262	0.007072049	-0.536452964	-0.628469053	NA	NA	NA	NA	NA	NA
STMEF65	0.285930941	0.013438374	-0.127775125	0.392317423	-0.061412703	0.138296431	0.008590337	0.592936359	0.184636272	0.756365133	0.328708067	0.61320564	1.032957286	1.149919602	0.910784512	0.759239875	0.590720675	0.686217436	0.138001807	-0.24245046	0.053282602	0.513531766	-0.288155362	0.050894578	0.271187925	0.411106275	0.249174432	0.249859017	-0.384068294	0.553569079	0.730790797	0.689205492	0.950269337	0.231734242	0.09452341	0.672743538
STMEJ03	NA	0.238076983	-0.428469374	0.02727293	NA	NA	-0.125779773	0.104807926	NA	NA	NA	NA	NA	0.195486708	NA	NA	NA	0.160854011	0.347001277	0.281850656	-0.0495091	NA	-0.090404662	NA	0.331156453	-0.166589289	0.060120992	0.559677204	0.223018727	0.499062427	NA	NA	NA	0.305726143	NA	0.295984828
STMGM74	-0.243225925	0.249209086	0.144898364	-0.029720698	0.112894056	0.008940044	0.028030871	0.076460647	0.449874878	-0.199452549	-0.100661002	-0.20639969	-0.481168993	-0.045732856	-0.013563513	-0.361758893	-0.736965594	-0.042623338	-0.23307738	0.339565972	-0.089491139	-0.132657744	-0.083831591	0.009086572	0.018099914	-0.327621571	-0.1300984	-0.184772399	-0.269186633	-0.353349193	-0.213677794	-0.197333724	-0.23966328	-0.269698136	-0.314330332	-0.620188755
STMGM21	-0.008003877	NA	-0.112046312	NA	0.636595269	NA	NA	0.04508789	-0.041138695	NA	NA	NA	NA	-0.198981035	NA	NA	NA	NA	NA	NA	NA	NA	0.234712693	NA	NA	-0.139364551	NA	NA	-0.617576865	NA	NA	NA	NA	NA	0.179767619	NA
STMCX85	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.912854765	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
STMHN82	0.164073342	0.154487745	0.397680468	-0.054692449	0.302593545	0.219789687	0.14565268	0.340056475	0.362875856	0.072266052	0.023969205	0.166252506	0.090559139	0.154248034	0.395430035	0.193143649	0.387446702	0.406185371	0.07799588	0.058196903	0.317881262	0.207151725	0.228587323	0.294516978	0.121502452	0.279935163	-0.179723666	0.458610341	0.028084294	0.347246767	0.194618139	0.543293616	0.272720006	0.241100622	0.355287241	0.372121223
STMHL62	0.185888906	-0.477295991	0.408241938	0.257915117	-1.941815881	0.096639488	0.210903824	1.003119342	0.037600738	0.721790082	-0.898120386	-0.828851857	0.96825009	-2.377134707	-0.153310798	0.606619992	-0.421063574	-0.232717917	0.571178685	-0.266658028	NA	1.451858399	-0.510656942	0.815176122	1.157912484	0.470911048	-0.102623207	-0.035601931	-0.637857449	NA	1.244205799	-2.349901584	1.0538227	0.06520713	0.350002215	0.667887211
STMGX38	-0.015317945	-0.028366919	-0.153109031	-0.062630988	0.05621601	0.035865453	-0.014605586	0.114812534	0.621190883	-0.398983522	0.185051694	0.088769465	-0.004193884	-0.265696206	-0.00751685	-0.269566479	-0.242805303	0	-0.159427301	-0.126823041	-0.232433364	0.595986969	0.370002837	0.420640206	0.00719999	-0.02406776	0.274480932	-0.103757755	0.096409051	-0.397679552	0.233543109	-0.042304274	0.070149099	-0.184555819	-0.240784113	-0.053760482
STMJH40	-0.189525736	-0.081683798	-0.029319113	-0.01402956	-0.006160985	-0.157430967	0.036550888	-0.104842366	NA	0.173791782	-0.515748006	NA	NA	0.312787441	0.182940815	0.180572246	0.137959527	NA	0.245286558	-0.007268	NA	NA	0.018496344	0.19592021	0.02474262	0.355462766	-0.044899636	-0.080774745	-0.167610279	0.209727103	NA	0.077167861	NA	0.085183822	0.053987647	0.012748493
STMHW46	0.030306483	0.008864009	-0.128867502	0.163451185	0.406352576	-0.696400827	0.442860163	-0.932632796	-0.480671992	-1.861015055	-0.071090552	-0.798315595	0.081923308	-0.145611544	-0.227921091	0.763081465	-0.284512809	-0.534082244	-0.084005402	0.153123198	-0.177223083	0.169560362	0.528425872	-0.021998318	0.437635152	-0.335797508	0.117172369	-0.416087878	0.347701495	-0.199586458	0.116447096	-0.091277815	-0.22075116	0.605708082	0.409218869	0.227271289
STMHO17	0.024598065	-0.251982965	0.031368842	-0.208127455	0.009938237	-0.14115811	0.046271154	-0.067796241	0.00256388	-1.079380856	-0.422178054	-0.210873954	-0.747435125	-1.129049878	-0.674675995	-0.82426578	-0.518229617	0.055396613	-0.383200437	-0.330162007	0.051032274	-0.100709837	-0.238818991	-0.079205406	0.014998914	-0.248724556	-0.008317791	-0.231084669	-0.333406796	-0.32829665	-0.061532828	-0.061882391	0.109917692	-0.387412357	-0.432352085	0.121425012
STMEI31	-0.211313708	0.143304292	0.30822318	0.042089021	0.005183341	-0.217425425	-0.101283336	0.075530211	0.570528292	0.137368446	0.485046637	0.349782207	0.074701656	0.054999205	-0.137102034	0.367909133	0.31537676	0.65798423	0.120593348	0.118801533	0.248353608	0.101864037	0.038714265	0.135382555	0.086205533	-0.069838523	0.090349705	0.017849991	-0.153430798	0.190018653	0.348809752	0.21495443	0.302121762	-0.311220494	-0.207464718	0.383590728
STMIA88	0.058643541	0.048977379	0.035206267	0.303086054	-0.215520945	-0.19609238	-0.021391761	0.00185238	-0.131010681	-0.053654589	-0.390673991	-0.099402598	0.39581114	-0.349327842	-0.290677161	-0.622335775	-0.377873822	-0.254141736	0.402661946	-0.437645397	0.024717862	0.228980873	0.070525901	0.216196155	-0.019521631	-0.026682043	-0.080904556	0.13256816	0.109891522	0.004086958	-0.003348617	-0.075652207	0.080071298	-0.123602201	-0.187113102	-0.271459679
STMDB75	-0.196464044	0.086522346	0.128224906	0.081200469	-0.184772006	0.27269735	-0.053846399	-0.1560975	-0.083841866	0.518525048	0.163819289	0.046058818	-0.029362395	-0.566438619	-0.113198582	-0.370236712	-0.023689459	-0.261704546	-0.493866739	-0.739712423	-0.170904282	-0.287653054	-0.268221418	-0.134804347	-0.496652166	-0.616916525	-0.116400659	-0.268838066	-0.280257796	0.006288509	-0.766128774	-1.19562406	-1.063991939	-0.961687913	-0.717384671	-0.640483875
STMCA27	0.195391929	0.269323254	0.572382703	0.431400945	0.098142214	0.093802561	0.03679501	0.062983595	0.411173268	0.358439964	0.569850611	0.672601846	-0.372344887	-0.221930448	0.177928024	0.855568756	0.534998123	0.813163541	1.399872863	0.491966378	2.165729085	1.541557188	1.489449214	1.916583992	0.870467187	0.121400994	1.596173893	0.04631753	1.422135894	0.64453012	0.98035592	0.617897323	0.812711845	1.041538347	0.301032871	0.833977016
STMIL79	-0.101402032	NA	-0.004601902	-0.015720458	-0.074382196	-0.181890377	0.117166226	0.324163099	-0.038889013	-0.028328723	-0.121841123	-0.102984152	NA	-0.176207053	-0.08246216	0.098613982	-0.534458664	-0.75802721	0.768084805	-0.249900737	0.103568111	-0.035944435	0.546036989	0.475825218	0.207169351	0.443606651	-0.235812937	0.003611254	NA	-0.059079233	-0.069956584	0.639224095	-0.575341583	-0.530947189	0.360294535	-0.915052966
STMIJ43	-0.08132557	-0.139614123	-0.047171204	0.099299341	0.13876407	0.184189968	0.024305907	-0.042397701	0.02451628	0.226427935	-0.000423761	-0.10994009	0.072288861	0.102911836	0.28381238	-0.100295094	-0.190872087	-0.315636349	0.072574952	0.309341303	-0.063769176	0.26352008	0.11551889	-0.017702002	0.100433839	0.144389909	-0.000855184	0.226076292	0.248372231	0.164440197	0.032289538	-0.050219355	0.083214796	0.176042791	-0.142161091	-0.315155205
STMGP16	NA	NA	NA	-0.809824315	-0.57949528	-1.069620454	-0.570895787	-0.244126494	-0.604078696	NA	NA	-0.657964008	NA	-0.472812426	-0.330416797	NA	NA	-0.759588822	NA	NA	-0.376991335	-1.125353382	NA	NA	NA	NA	NA	NA	NA	-0.464132252	NA	-0.425902553	-0.534469717	-0.282604436	-0.089305253	NA
STMIW73	-0.19601849	-0.001125786	0.003126101	0.048803982	-0.035984906	-0.136104283	-0.146373588	-0.387826878	-1.157622166	-0.110747066	0.076020849	-0.011140558	-0.029747343	-0.439617565	-0.245854062	-0.187160567	-0.472737039	-1.526618514	0.150723422	-0.115573632	0.431396188	-0.294806752	0.251011878	0.372049835	0.082278879	0.323889611	-0.529891118	-0.293692678	-0.47276826	-0.028540168	-0.592587181	-1.272483469	-0.085374735	-0.822918126	-0.071859908	-0.602175393
STMEA80	0.007919663	0.31377993	0.584426283	-0.011080662	-0.070601349	0.326868468	0.082936341	0.116584974	0.125374195	-0.160854011	0.041807002	0.130242337	NA	-0.054016491	0.052737582	0.243534763	0.304213307	0.07064731	-0.015194677	0.263483214	0.221744456	0.502422122	0.030706131	0.216477997	0.164455532	-0.5453287	-0.088691009	0.176877762	0.05968399	0.130037195	0.224020745	0.173599322	0.17210991	-0.163186269	-0.085973223	0.325640403
STMII58	0.18773942	-0.283957179	0.218362248	-0.300866479	-0.00573637	0.345791136	0.115870001	0.176610109	-0.000703925	0.742362521	0.014894774	-0.03629226	NA	0.12743002	0.271324291	-0.035661383	0.008927306	0.073806397	0.204528405	0.209085787	0.359328067	0.257373996	-0.008871327	0.132556194	0.207682766	-0.126255672	0.254217867	-0.235812937	-0.24708296	0.193068342	0.110788572	0.107243089	0.020030798	-0.096237765	-0.103053014	-0.047810305
STMBB26	-0.012835202	0.032345176	0.00969776	-0.245063917	-0.140724708	-0.02578534	0.008187699	0.087930162	-0.030396808	0.889091873	0.268056504	0.192325383	0.271345833	1.009110346	-0.051613198	1.167554097	1.044114744	0.655419827	0.836248583	0.312432313	0.215018273	0.712171874	0.165700684	0.198504523	0.626649797	0.200544587	0.250777513	0.095336729	0.040390805	0.144143647	0.019843729	0.555443081	0.501682983	0.454692428	0.491682076	1.000168121
STMCJ71	0.01468567	0.407359089	0.540230395	0.542855107	-0.063596401	-0.008996427	0.173340017	-0.049161358	0.392471873	-0.382135388	0.124607798	0.645697259	0.354530317	-0.325628397	-0.069435695	0.15280632	0.223901517	0.786538024	-0.161738039	-0.138399107	0.320629734	-0.120208074	-0.186676669	0.25361683	0.102169897	-0.690297358	-0.043185308	-0.114107006	0.058193506	0.314832916	0.64001966	-0.145358363	-0.213435113	-0.148302925	-0.270015427	0.117672284
STMEG36	0.135459999	NA	0.343954401	0.130382239	0.027355674	0.150857643	0.209029751	0.213595473	0.300659478	NA	0.196629325	0.550138533	0.590307802	0.912855515	1.298205184	0.164275279	0.445687712	0.399464695	0.007323341	0.130429681	0.176877762	0.365437406	-0.015918091	0.12891948	0.103025297	0.162938571	-0.038212091	0.469355795	0.584962501	0.828478214	0.479734166	0.641926361	0.386043963	0.416519771	0.282143229	NA
STMFA21	0.079892801	-0.031780504	0.012169309	0.007211487	-0.006345512	0.04320308	0.094718657	-0.02290906	0.207009592	0.199880677	0.408336123	0.317528937	-0.117600933	0.089467977	0.277924368	0.017989925	0.173195231	0.109314239	-0.255816086	-0.206176209	-0.155787395	0.048543852	-0.179072643	-0.21734611	-0.163635035	-0.320746688	0.206648358	0.037371429	-0.035259434	-0.140255592	-0.709429644	-0.103496404	0.024284652	-0.110170718	-0.186011986	0.119348302
STMCE50	-0.051056108	0.318406621	0.002891898	0.216922481	0.152975626	-0.230232013	0.067207541	-0.10980268	-0.085716287	-0.377115016	0.015402584	0.071683313	0.080055268	-0.205839355	0.194247183	0.219980718	-0.096071428	-0.33439787	-0.197087906	0.202281647	0.17396708	0.131028964	0.5312361	0.433940456	-0.23673573	0.015561805	0.393810608	-0.092524376	0.805388236	0.210450431	0.453684208	0.15867331	0.047106884	0.288923222	0.102042529	0.079336555
STMCQ32	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.268445002	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
STMHG01	-0.097749791	NA	-0.268113157	NA	NA	-0.349548418	NA	-0.358047521	-0.107812428	NA	-0.072342266	0.081270736	0.552074207	-0.038288485	0.079259862	-0.356215144	-0.127111918	-0.022185707	-0.433851809	NA	NA	NA	-0.009398698	NA	-0.298045465	0.824320324	-1.177419538	0.150499503	-0.095157233	-0.131758588	NA	0.200750128	0.173123675	0.018615678	0.268042527	-0.038889013
STMHL66	0.058005603	0.006313774	NA	NA	NA	NA	0.307830606	0.203533394	NA	NA	0.360846429	NA	NA	-0.175849835	NA	-0.081376552	0.006625477	NA	NA	-0.212153237	NA	NA	-0.116696225	NA	NA	NA	NA	NA	NA	NA	NA	0.059871456	NA	NA	NA	NA
STMJA61	-0.294238118	-0.212172081	-0.437055738	-0.623615932	-0.471955928	-0.426116945	0.01267383	-0.356702982	-0.258408357	-0.639402351	-0.293579817	-0.438573014	0.046164126	-1.218834602	-1.060808434	-0.371738967	-0.522667221	-0.927740685	-0.582763118	-0.358481701	-0.463032974	-0.540849253	0.020858605	-0.403294568	-0.30914007	0.322627696	0.028219874	-0.469672188	-0.543935232	-0.760928838	-0.829187057	-0.779276399	-0.653200597	-0.793753216	-0.574872823	-0.941019869
STMIM87	-0.100603941	NA	NA	NA	-0.235103473	NA	-0.054447784	0.156628179	NA	NA	NA	NA	NA	0.039456289	0.275634443	0.363015287	0.126658722	NA	-0.058144042	NA	NA	NA	0.00475353	NA	0.025247808	0.352253557	-0.178748852	0.066342495	0.18592548	0.086960598	NA	0.362570079	NA	0.25078586	0.058535211	-0.081708677
STMHJ47	-0.101229475	-0.047305715	0	-0.288074484	0.051265778	-0.242016625	-0.112006696	-0.067744607	0.19823476	0.064172294	-0.25856291	0.05862773	0.289204387	0.392387594	-0.92247979	-0.293470992	-0.018868514	NA	-0.015968011	-0.086540878	0.011550863	0.530514717	0.649142898	-0.13058411	0.044818504	0.678801829	0.211556946	0.09554639	0.263499866	0.099189039	0.034215715	-0.173148902	-0.028381801	-0.243516408	0.001420675	-0.304145706
STMGF49	-0.021785447	0.040142277	-0.025449291	0.099765201	-0.027159618	-0.239813024	0.041849766	0.015953296	0.042169454	-0.176204826	0.104289204	0.208045171	0.123431928	0.034393866	0.106119053	0.330297633	0.260432089	-0.049134723	-0.413694833	-0.159478214	-0.052548751	0.011348692	0.248325005	-0.088704225	-0.178553255	0.003779164	0.103155291	-0.044232619	0.448693384	0.167519598	0.306855848	-0.014114529	-0.106432078	0.137057135	-0.181362314	0.118310894
STMJO36	0.1807024	-0.816933899	NA	-0.027834208	-0.006715427	-0.082913637	-0.209495979	-0.308122295	-0.040872281	0.447590006	-0.262302259	0.1335057	-0.294758994	-0.405719738	-0.451597659	-0.335281239	-0.6474381	-0.994225362	0.425620224	0.009016873	NA	-0.05946494	-0.119999776	NA	0.109293346	0.282770624	-0.025840005	-0.001869987	-1.18142064	NA	-0.141305094	0.269888077	0.046492585	-0.008862569	0.153805336	-0.38827059
STMHI16	-0.117517149	0.109514583	-0.071415118	0.069718691	0.034687051	0.007079485	-0.101167295	-0.208047662	-0.12178848	-0.004668416	0.048800208	-0.311234815	-0.435074388	-0.005893905	0.081425071	0.075364365	0.008099633	-0.259048478	-0.231293396	0.032789935	-0.152989061	0.119293	0.129359838	0.023836892	-0.084505721	-0.000414508	-0.083303711	-0.131277547	0.000787068	-0.048317068	-0.074866155	-0.144389909	-0.228326852	-0.039607581	-0.117395298	-0.118793215
STMGZ67	-0.233054896	0.36415633	0.347336341	0.189935791	-0.070389328	0.208516471	0.292094412	-0.123042077	0.193015586	0.023145337	-0.31101853	-0.150699619	-0.449617731	-1.018163667	-0.932075438	-0.72662918	-0.925258951	-1.325665111	0.420796769	0.599399884	0.419869245	0.425442557	0.109320067	0.551731971	-0.005840879	0.74176238	-0.222994046	-0.299623735	-0.291874927	-0.322406521	-0.531553588	-1.005270125	-1.031910246	-1.21916852	-0.735855402	-1.416364987
STMGM12	-0.052056103	0.099290921	0.165140574	-0.127115146	-0.146501785	-0.181654494	-0.068688331	-0.021171421	-0.048684149	-0.342325963	-0.064730206	0.077908882	-0.332164373	-0.326032493	-0.139923155	-0.076738542	-0.448904054	-0.052363265	-0.294600464	-0.035799311	0.019444507	-0.213316449	-0.072720486	-0.03565687	-0.065792504	-0.345173721	-0.0922397	-0.025514719	0.136132127	-0.000729432	-0.054502159	-0.172232945	-0.078294751	-0.213546715	-0.257760302	-0.063663619
STMCV60	0.053756532	-0.297563035	-0.746032469	-0.342505058	-0.377167862	0.186280766	-0.114367976	-0.113189207	-0.716663482	0.438806055	-0.436535115	-1.139705844	0.132220965	-0.056180923	-0.597985093	-0.164522118	-0.298615132	-0.567862004	-0.164338444	0.029436951	-0.774672288	-0.214246183	-0.227944772	-0.423979638	-0.075468678	-0.303244418	-0.261309538	0.331589387	-0.580914532	-0.869250687	-0.265441621	-0.141245925	0.092049726	-0.157260742	-0.065788917	-0.093232933
STMEB60	-0.168286506	-0.026742956	0.091206113	0.091259663	-0.368781908	0.185408752	-0.145467657	0.383680581	0.148674672	-0.266205165	-0.377200281	-0.410212428	-0.510255878	-1.033902387	-0.754089772	-0.939866088	-0.695399481	-0.770698281	-0.415520895	-0.139403057	0.374669557	0.234142611	0.037621298	0.284924205	-0.186614344	-0.181341205	-0.225282147	0.058147567	-0.593162692	-0.265149795	-0.147225953	-0.412377707	-0.621355689	-0.666689637	-0.758772379	-0.980421454
STMCL70	-0.19609055	-0.098392625	-0.169361559	-0.456940634	-0.18098358	0.048639745	0.099773135	-0.224150569	-0.122733918	-0.164372867	-0.152063154	-0.032325528	-0.045774029	-0.199970485	-0.188209277	0.059311196	-0.11553653	-0.15664348	-0.336974964	-0.125530882	-0.5089739	-0.777865548	-0.19664234	-0.676844602	-0.239856327	-0.445871479	-0.12602218	-0.134524878	0.142303959	-0.116623214	-0.49990215	-0.425021588	-0.244146669	-0.256875613	-0.336308058	-0.018889894
STMBB25	NA	0.060346391	0.034126817	0.060872622	NA	0.160068829	0.002590408	-0.035583534	-0.043004337	NA	0.336778765	0.439379948	0.060329569	NA	-0.180272682	0.662935433	0.340714786	0.086401718	NA	0.1121386	-0.106173903	0.983727844	NA	0.099732183	0.483006871	0.080652921	0.078613756	-0.153968644	-0.141757099	0.099261631	-0.260047387	-0.190665115	0.515616615	-0.212893074	0.181614543	-0.042863412
STMIH67	0.21326875	0.505452795	0.695902938	0.065834644	-0.185458713	-0.247889755	-0.01449957	0.183446141	0.135311903	-1.51629931	-0.592931917	-0.315355441	-1.018715116	-1.13700805	-0.612067731	-0.902403013	-0.946779072	-1.071871295	-0.024219473	0.54757477	0.433586554	0.229798076	-0.058641668	0.14052153	-0.295104307	-0.10070812	0.306137597	-0.528077437	-0.090537546	-0.151591071	-0.232452926	-1.168116503	-1.207085169	-1.493577668	-0.694490452	-1.18959842
STMII96	-0.069008242	-0.103419673	-0.336091943	-0.021637984	0.124909433	0.099001243	-0.159605639	-0.202018631	0.09200793	0.132919975	0.248218409	0.004071431	0.719132301	0.677094138	0.252807743	0.301387026	0.497578051	0.487110252	0.125849407	-0.204091605	-0.049311373	0.061415569	0.011755358	-0.068429715	0.275888628	-0.189294733	0.100764534	0.288727053	0.079958037	0.152431129	0.545974617	0.490557935	0.115856791	0.233426736	0.175289946	0.49674694
STMEB77	-0.281555176	-0.102904862	0.151494757	0.079629378	-0.090813425	0.054579842	-0.122831344	0.169113424	0.1714144	0.220476915	-0.069866906	0.005554938	-0.508180127	-0.222175914	-0.402479172	-0.55073878	-0.478247407	-0.355796338	-0.148150768	-0.424111083	-0.054761755	-0.008938156	-0.26072405	0.159826453	-0.501500119	-0.342581766	-0.303293921	0.105252155	-0.185361195	-0.195091015	-0.191763828	-0.502257156	-0.523522397	-0.201164514	-0.449841628	-0.587394817
STMDJ87	-0.025857818	-0.083943458	0.099129531	0.005694856	0.045391903	0.172381489	0.155032165	0.095731465	0.257102076	0.066469194	-0.010740294	-0.039818391	0.017750402	0.186397703	0.098067022	-0.073214395	-0.034552624	0.134318375	0.011266921	0.006283981	0.07024564	0.102369928	-0.05406079	0.002359273	0.147717205	-0.01988432	-0.243925583	0.214110768	-0.263839856	0.127892914	0.389354815	-0.091134738	0.077078697	-0.079059396	-0.237967314	-0.067081683
STMJI47	-0.178110308	-0.302768517	0.0489096	-0.202725388	-0.249458457	-0.132365454	-0.112369634	-0.334684102	0.269784476	0.116853441	-0.083721826	-0.163684061	NA	0.229916664	0.454228024	0.007129464	0.470472706	NA	-0.226140267	-0.106539061	-0.219550791	-0.589387949	0.084091956	-0.397022002	0.080865984	0.190391923	0.178408473	-0.092725658	0.145556313	0.322499346	-0.104308394	-0.159092518	-0.317052944	0.100143316	-0.266492223	0.155005582
